campaign_id,fuzzer,subject,defect,time
10,Zest,Bcel,B0,0 days 00:42:48.816000
10,Zest,Bcel,B1,
100,Zeugma-1PT,Rhino,R0,0 days 01:34:51.614000
100,Zeugma-1PT,Rhino,R1,0 days 00:44:59.002000
100,Zeugma-1PT,Rhino,R2,0 days 00:49:16.492000
100,Zeugma-1PT,Rhino,R3,0 days 00:00:13.996000
100,Zeugma-1PT,Rhino,R4,0 days 00:28:54.313000
1000,Zest,Bcel,B0,0 days 00:31:47.790000
1000,Zest,Bcel,B1,
1001,Zeugma-Link,Bcel,B0,0 days 00:11:10.537000
1001,Zeugma-Link,Bcel,B1,
1002,Zeugma-X,Bcel,B0,0 days 00:09:20.603000
1002,Zeugma-X,Bcel,B1,
1003,Zeugma-1PT,Bcel,B0,0 days 00:35:56.862000
1003,Zeugma-1PT,Bcel,B1,0 days 00:45:13.710000
1004,Zeugma-2PT,Bcel,B0,0 days 00:39:35.531000
1004,Zeugma-2PT,Bcel,B1,
1005,BeDiv-Simple,Closure,C0,
1005,BeDiv-Simple,Closure,C1,0 days 00:45:35.150000
1006,BeDiv-Struct,Closure,C0,
1006,BeDiv-Struct,Closure,C1,0 days 00:49:19.634000
1007,RLCheck,Closure,C0,
1007,RLCheck,Closure,C1,0 days 00:10:29.308000
1008,Zest,Closure,C0,
1008,Zest,Closure,C1,0 days 01:00:34.474000
1009,Zeugma-Link,Closure,C0,0 days 01:49:12.848000
1009,Zeugma-Link,Closure,C1,0 days 00:03:38.473000
101,Zeugma-2PT,Rhino,R0,
101,Zeugma-2PT,Rhino,R1,0 days 00:10:43.983000
101,Zeugma-2PT,Rhino,R2,
101,Zeugma-2PT,Rhino,R3,0 days 00:00:03.532000
101,Zeugma-2PT,Rhino,R4,0 days 00:58:58.145000
1010,Zeugma-X,Closure,C0,
1010,Zeugma-X,Closure,C1,0 days 00:06:00.431000
1011,Zeugma-1PT,Closure,C0,0 days 02:25:21.887000
1011,Zeugma-1PT,Closure,C1,0 days 00:00:48.892000
1012,Zeugma-2PT,Closure,C0,
1012,Zeugma-2PT,Closure,C1,0 days 00:03:37.222000
1021,BeDiv-Simple,Nashorn,N0,
1021,BeDiv-Simple,Nashorn,N1,
1021,BeDiv-Simple,Nashorn,N2,
1022,BeDiv-Struct,Nashorn,N0,
1022,BeDiv-Struct,Nashorn,N1,
1022,BeDiv-Struct,Nashorn,N2,
1023,RLCheck,Nashorn,N0,
1023,RLCheck,Nashorn,N1,
1023,RLCheck,Nashorn,N2,
1024,Zest,Nashorn,N0,
1024,Zest,Nashorn,N1,
1024,Zest,Nashorn,N2,
1025,Zeugma-Link,Nashorn,N0,0 days 00:25:04.998000
1025,Zeugma-Link,Nashorn,N1,
1025,Zeugma-Link,Nashorn,N2,0 days 00:09:31.040000
1026,Zeugma-X,Nashorn,N0,0 days 01:09:45.515000
1026,Zeugma-X,Nashorn,N1,
1026,Zeugma-X,Nashorn,N2,
1027,Zeugma-1PT,Nashorn,N0,0 days 00:52:37.481000
1027,Zeugma-1PT,Nashorn,N1,
1027,Zeugma-1PT,Nashorn,N2,
1028,Zeugma-2PT,Nashorn,N0,
1028,Zeugma-2PT,Nashorn,N1,
1028,Zeugma-2PT,Nashorn,N2,
1029,BeDiv-Simple,Rhino,R0,
1029,BeDiv-Simple,Rhino,R1,0 days 02:19:41.190000
1029,BeDiv-Simple,Rhino,R2,
1029,BeDiv-Simple,Rhino,R3,0 days 00:00:01.456000
1029,BeDiv-Simple,Rhino,R4,
1030,BeDiv-Struct,Rhino,R0,
1030,BeDiv-Struct,Rhino,R1,0 days 00:10:10.836000
1030,BeDiv-Struct,Rhino,R2,
1030,BeDiv-Struct,Rhino,R3,0 days 00:00:00.572000
1030,BeDiv-Struct,Rhino,R4,
1031,RLCheck,Rhino,R0,
1031,RLCheck,Rhino,R1,
1031,RLCheck,Rhino,R2,
1031,RLCheck,Rhino,R3,0 days 00:00:08.396000
1031,RLCheck,Rhino,R4,
1032,Zest,Rhino,R0,
1032,Zest,Rhino,R1,0 days 00:24:24.388000
1032,Zest,Rhino,R2,
1032,Zest,Rhino,R3,0 days 00:00:15.368000
1032,Zest,Rhino,R4,
1033,Zeugma-Link,Rhino,R0,
1033,Zeugma-Link,Rhino,R1,
1033,Zeugma-Link,Rhino,R2,
1033,Zeugma-Link,Rhino,R3,0 days 00:00:09.672000
1033,Zeugma-Link,Rhino,R4,0 days 00:22:44.171000
1034,Zeugma-X,Rhino,R0,0 days 01:17:08.549000
1034,Zeugma-X,Rhino,R1,0 days 00:01:23.236000
1034,Zeugma-X,Rhino,R2,0 days 01:17:00.977000
1034,Zeugma-X,Rhino,R3,0 days 00:00:02.376000
1034,Zeugma-X,Rhino,R4,0 days 00:42:01.210000
1035,Zeugma-1PT,Rhino,R0,0 days 02:04:05.084000
1035,Zeugma-1PT,Rhino,R1,
1035,Zeugma-1PT,Rhino,R2,0 days 02:25:08.637000
1035,Zeugma-1PT,Rhino,R3,0 days 00:00:08.664000
1035,Zeugma-1PT,Rhino,R4,
1036,Zeugma-2PT,Rhino,R0,0 days 02:16:20.235000
1036,Zeugma-2PT,Rhino,R1,0 days 00:10:44.240000
1036,Zeugma-2PT,Rhino,R2,0 days 02:09:19.797000
1036,Zeugma-2PT,Rhino,R3,0 days 00:00:00.664000
1036,Zeugma-2PT,Rhino,R4,0 days 00:26:18.050000
1053,BeDiv-Simple,Bcel,B0,0 days 01:27:07.768000
1053,BeDiv-Simple,Bcel,B1,
1054,BeDiv-Struct,Bcel,B0,0 days 02:16:09.634000
1054,BeDiv-Struct,Bcel,B1,
1055,Zest,Bcel,B0,0 days 00:59:10.726000
1055,Zest,Bcel,B1,
1056,Zeugma-Link,Bcel,B0,0 days 00:11:35.225000
1056,Zeugma-Link,Bcel,B1,
1057,Zeugma-X,Bcel,B0,0 days 00:21:08.139000
1057,Zeugma-X,Bcel,B1,
1058,Zeugma-1PT,Bcel,B0,0 days 00:12:33.061000
1058,Zeugma-1PT,Bcel,B1,
1059,Zeugma-2PT,Bcel,B0,0 days 00:07:52.978000
1059,Zeugma-2PT,Bcel,B1,0 days 00:09:11.507000
1060,BeDiv-Simple,Closure,C0,
1060,BeDiv-Simple,Closure,C1,0 days 00:02:22.583000
1061,BeDiv-Struct,Closure,C0,
1061,BeDiv-Struct,Closure,C1,0 days 00:55:23.536000
1062,RLCheck,Closure,C0,
1062,RLCheck,Closure,C1,0 days 00:09:16.880000
1063,Zest,Closure,C0,
1063,Zest,Closure,C1,0 days 00:07:38.699000
1064,Zeugma-Link,Closure,C0,0 days 01:30:02.264000
1064,Zeugma-Link,Closure,C1,0 days 00:00:05.100000
1065,Zeugma-X,Closure,C0,
1065,Zeugma-X,Closure,C1,0 days 00:07:17.435000
1066,Zeugma-1PT,Closure,C0,
1066,Zeugma-1PT,Closure,C1,0 days 00:14:12.585000
1067,Zeugma-2PT,Closure,C0,
1067,Zeugma-2PT,Closure,C1,0 days 00:00:37.329000
1076,BeDiv-Simple,Nashorn,N0,
1076,BeDiv-Simple,Nashorn,N1,
1076,BeDiv-Simple,Nashorn,N2,
1077,BeDiv-Struct,Nashorn,N0,
1077,BeDiv-Struct,Nashorn,N1,
1077,BeDiv-Struct,Nashorn,N2,
1078,RLCheck,Nashorn,N0,
1078,RLCheck,Nashorn,N1,
1078,RLCheck,Nashorn,N2,
1079,Zest,Nashorn,N0,
1079,Zest,Nashorn,N1,
1079,Zest,Nashorn,N2,
1080,Zeugma-Link,Nashorn,N0,0 days 00:20:14.372000
1080,Zeugma-Link,Nashorn,N1,
1080,Zeugma-Link,Nashorn,N2,
1081,Zeugma-X,Nashorn,N0,0 days 02:30:28.167000
1081,Zeugma-X,Nashorn,N1,
1081,Zeugma-X,Nashorn,N2,
1082,Zeugma-1PT,Nashorn,N0,
1082,Zeugma-1PT,Nashorn,N1,
1082,Zeugma-1PT,Nashorn,N2,
1083,Zeugma-2PT,Nashorn,N0,
1083,Zeugma-2PT,Nashorn,N1,
1083,Zeugma-2PT,Nashorn,N2,
1084,BeDiv-Simple,Rhino,R0,
1084,BeDiv-Simple,Rhino,R1,
1084,BeDiv-Simple,Rhino,R2,
1084,BeDiv-Simple,Rhino,R3,0 days 00:00:00.188000
1084,BeDiv-Simple,Rhino,R4,
1085,BeDiv-Struct,Rhino,R0,
1085,BeDiv-Struct,Rhino,R1,0 days 01:00:58.670000
1085,BeDiv-Struct,Rhino,R2,
1085,BeDiv-Struct,Rhino,R3,0 days 00:00:01.672000
1085,BeDiv-Struct,Rhino,R4,
1086,RLCheck,Rhino,R0,
1086,RLCheck,Rhino,R1,
1086,RLCheck,Rhino,R2,
1086,RLCheck,Rhino,R3,0 days 00:00:08.200000
1086,RLCheck,Rhino,R4,
1087,Zest,Rhino,R0,
1087,Zest,Rhino,R1,0 days 02:23:55.355000
1087,Zest,Rhino,R2,
1087,Zest,Rhino,R3,0 days 00:00:06.396000
1087,Zest,Rhino,R4,
1088,Zeugma-Link,Rhino,R0,
1088,Zeugma-Link,Rhino,R1,0 days 01:08:22.378000
1088,Zeugma-Link,Rhino,R2,0 days 01:48:33.150000
1088,Zeugma-Link,Rhino,R3,0 days 00:00:03.048000
1088,Zeugma-Link,Rhino,R4,0 days 02:09:03.606000
1089,Zeugma-X,Rhino,R0,0 days 01:51:16.911000
1089,Zeugma-X,Rhino,R1,0 days 00:00:29.056000
1089,Zeugma-X,Rhino,R2,0 days 00:39:07.145000
1089,Zeugma-X,Rhino,R3,0 days 00:00:00.976000
1089,Zeugma-X,Rhino,R4,0 days 01:33:40.909000
1090,Zeugma-1PT,Rhino,R0,
1090,Zeugma-1PT,Rhino,R1,
1090,Zeugma-1PT,Rhino,R2,
1090,Zeugma-1PT,Rhino,R3,0 days 00:00:03.668000
1090,Zeugma-1PT,Rhino,R4,0 days 00:20:48.592000
1091,Zeugma-2PT,Rhino,R0,0 days 00:58:02.230000
1091,Zeugma-2PT,Rhino,R1,0 days 01:33:38.818000
1091,Zeugma-2PT,Rhino,R2,0 days 02:15:43.641000
1091,Zeugma-2PT,Rhino,R3,0 days 00:00:14.140000
1091,Zeugma-2PT,Rhino,R4,0 days 02:10:03.873000
11,Zeugma-Link,Bcel,B0,0 days 00:03:16.397000
11,Zeugma-Link,Bcel,B1,
118,BeDiv-Simple,Bcel,B0,0 days 02:59:36.284000
118,BeDiv-Simple,Bcel,B1,
119,BeDiv-Struct,Bcel,B0,
119,BeDiv-Struct,Bcel,B1,
12,Zeugma-X,Bcel,B0,0 days 00:17:40.774000
12,Zeugma-X,Bcel,B1,
120,Zest,Bcel,B0,0 days 00:33:08.856000
120,Zest,Bcel,B1,
121,Zeugma-Link,Bcel,B0,0 days 00:03:48.477000
121,Zeugma-Link,Bcel,B1,
122,Zeugma-X,Bcel,B0,0 days 00:41:11.778000
122,Zeugma-X,Bcel,B1,
123,Zeugma-1PT,Bcel,B0,0 days 00:15:11.430000
123,Zeugma-1PT,Bcel,B1,
124,Zeugma-2PT,Bcel,B0,0 days 00:00:47.476000
124,Zeugma-2PT,Bcel,B1,
125,BeDiv-Simple,Closure,C0,
125,BeDiv-Simple,Closure,C1,0 days 00:05:08.443000
126,BeDiv-Struct,Closure,C0,
126,BeDiv-Struct,Closure,C1,0 days 00:31:51.403000
127,RLCheck,Closure,C0,
127,RLCheck,Closure,C1,0 days 00:10:49.044000
128,Zest,Closure,C0,
128,Zest,Closure,C1,0 days 00:32:06.963000
129,Zeugma-Link,Closure,C0,
129,Zeugma-Link,Closure,C1,0 days 00:05:20.622000
13,Zeugma-1PT,Bcel,B0,0 days 00:57:55.205000
13,Zeugma-1PT,Bcel,B1,
130,Zeugma-X,Closure,C0,
130,Zeugma-X,Closure,C1,0 days 00:08:18.171000
131,Zeugma-1PT,Closure,C0,0 days 02:13:04.652000
131,Zeugma-1PT,Closure,C1,0 days 00:09:42.611000
132,Zeugma-2PT,Closure,C0,
132,Zeugma-2PT,Closure,C1,0 days 00:00:04.916000
14,Zeugma-2PT,Bcel,B0,0 days 00:29:54.595000
14,Zeugma-2PT,Bcel,B1,
141,BeDiv-Simple,Nashorn,N0,
141,BeDiv-Simple,Nashorn,N1,
141,BeDiv-Simple,Nashorn,N2,
142,BeDiv-Struct,Nashorn,N0,
142,BeDiv-Struct,Nashorn,N1,
142,BeDiv-Struct,Nashorn,N2,
143,RLCheck,Nashorn,N0,
143,RLCheck,Nashorn,N1,
143,RLCheck,Nashorn,N2,
144,Zest,Nashorn,N0,
144,Zest,Nashorn,N1,
144,Zest,Nashorn,N2,
145,Zeugma-Link,Nashorn,N0,0 days 00:49:08.080000
145,Zeugma-Link,Nashorn,N1,
145,Zeugma-Link,Nashorn,N2,
